 3.000, -1.000,  1.000,  0.000,  0.000,  0.000
 3.811,  5.125,  0.872,  0.127,  6.168,  0.159
 3.839,  5.154,  0.813,  0.279,  6.196,  0.038
 3.839,  5.167,  0.795,  0.323,  6.195,  6.283
